item,itemLabel,fnames,lnames,itemDescription,birth,death,professions,summary
Q3894617,Paolo de Bernardo,Paolo,Bernardo,,1331,1393,diplomat,
Q1440951,Francesco Calbo Crotta,Francesco,,Italian politician (1760-1827),1760,1827,politician,
Q3966499,Sperandio di Bartolommeo de' Savelli,,,Italian medallist,1431,1504,medallist,
Q55901911,Angelo Gualandris,Angelo,,botanist (1750-1788),1750,1788,"naturalist, geologist, agronomist, botanist",
Q26879222,Q26879222,Agostino,,,1558,1612,,
Q21501742,Zaccaria Betti,Zaccaria,Betti,,1732,1788,agronomist,
Q87250740,Niccolò Loschi,Niccolò,Loschi,,1415,,,
Q15708317,Vittoria Madurelli Berti,Vittoria,,Italian poet,1794,1841,"writer, poet",
Q19569683,Giacomo Piccini,Giacomo,Piccini,Italian ca. 1617–ca. 1669 F:0,1617,1669,"engraver, illustrator, painter, etcher",
Q21587871,Q21587871,,Rossi,,1715,1802,,
Q56189803,Q56189803,,,,1420,1472,Renaissance humanist,
Q53564852,Tommaso Giuseppe Farsetti,Tommaso,,"Venetian patrician, poet, translator, and bibliophile",1720,1792,writer,
Q3749936,Francesco Duodo,Francesco,,,1518,1592,,
Q3617034,Angelo Ingegneri,Angelo,Ingegneri,Italian poet,1550,1613,poet,
Q21548764,Tommaso Maria Minorelli,Tommaso,,,1680,1733,"librarian, monk",
Q55901911,Angelo Gualandris,Angelo,,botanist (1750-1788),1750,1788,"naturalist, geologist, agronomist, botanist",
Q18418001,Francesco Segala,Francesco,Segala,Italian sculptor (1535-1592),1535,1592,sculptor,
Q3770081,Giuseppe Beccarelli,Giuseppe,Beccarelli,Italian religious and teacher,1666,1716,"teacher, religious",
Q23770918,Giovanni Battista dal Legname,Giovanni,,,,1455,priest,
Q64751458,Pietro Martire Rusca,Pietro,,roman-catholic bishop,1615,1674,Catholic priest,
Q3388150,Pietro Morosini,Pietro,Morosini,,1350,1424,"protonotary apostolic, papal legate",
Q64682536,Q64682536,Giovanni,,,1522,1588,architect,
Q3014934,Daniele Dolfin,Daniele,Dolfin,Italian cardinal,1688,1762,,
Q3768985,Girolamo Schiavon,Girolamo,,Italian composer,1751,1821,composer,
Q3875883,Niccolò Pezzana,Niccolò,Pezzana,Italian editor,1601,1800,editor,
Q3839025,Lucrezia Dondi dall'Orologio Obizzi,Lukrécia,,,1612,1654,,
Q4023585,Zaccaria Bricito,Zaccaria,,,1802,1851,Catholic priest,
Q50806358,Giovanni Battista I Groppelli,Giovanni Battista,,,1640,1714,sculptor,
Q31284594,Aleardus de Pindemontibus,,,,1500,,"writer, physician, Catholic priest",
Q3805858,Giacomo Cavalli,Giacomo,Cavalli,Italian politician,,1384,politician,
Q3846180,Marco Gradenigo,Marco,Gradenigo,Italian patriarch,1663,1734,patriarch,
Q3768339,Giovanni Verardo Zeviani,Giovanni,,Italian physician,1725,1808,physician,
Q54152399,Giuliano Zuliani,Giuliano,Zuliani,artist ca. 1730-ca. 1814,1730,1814,engraver,
Q3894283,Paolo Morellati,Paolo,Morellati,Italian composer,1740,1807,composer,
Q3609902,Alessandro Caravia,Alessandro,Caravia,Italian poet,1503,1568,poet,
Q64167377,Q64167377,,Battaglia,,1510,1565,painter,
Q3846244,Marco Mantova Benavides,Marco,,,1489,1582,jurist,
Q16329078,Agapios Landos,,,Greek monk and writer,1700,1700,"poet, monk",
Q27485027,Q27485027,Francesco,,,,,typographer,
Q25937214,Pietro Giustiniani,Pietro,Giustiniani,,1490,1576,"politician, historian, erudite",
Q1445995,Franz Alberti,Franz,Alberti,Italian writer,1750,,writer,
Q3902920,Pier Maria I de' Rossi,Pietro,de' Rossi,,1374,1438,,
Q3619280,Antonio Bon,Antonio,Bon,Italian politician,1462,1525,politician,
Q55842635,Giovanni Battista Bastiani,Giovanni,,,1714,1786,,
Q17302897,Egnazio,Battista,,Italian humanist and classical scholar,1478,1553,"classical scholar, philologist",
Q3642126,Bonifacio Antelmi,Bonifacio,,Italian civil servant,1542,1610,civil servant,
Q3680507,Cleofe Borromeo Gabrielli,Cleofa,Gabrielli,Italian poet,1440,1495,"writer, poet",
Q4217193,Catarino Veneziano,,,italian painter,1400,_:t2,painter,
Q3792378,Ignazio Spergher,Ignazio,Spergher,Italian composer,1734,1808,composer,
Q3846244,Marco Mantova Benavides,Marco,,,1489,1582,jurist,
Q21694633,Girolamo Grimani,Girolamo,Grimani,,1496,1570,,
Q3708528,Dionisio Bellante,Dionisio,Bellante,Italian violinist and composer,1610,1685,"composer, violinist",
Q3081135,Francesco del Fiore,Francesco,,Venetian painter,1350,1412,painter,
Q61989831,Q61989831,Antonio,,,1450,,painter,
Q17303682,Luigi Zorzi,Luigi,Zorzi,Italian politician,,1593,politician,
Q5558,Bartolomeo Coghetto,Bartolomeo,,Italian painter and musician,1711,1793,"musician, painter",
Q19514703,Bressanino Catone,,,husband of Alda Manuzio,,,,
Q3768952,Girolamo Martinengo,Girolamo,,,1504,1569,,
Q1991919,Nicolosa Bursa,,,,1500,1512,abbot,
Q23034662,Andrea Brigenti,Andrea,Brigenti,,1680,1750,"poet, preceptor, seminarian",
Q64761342,Fantino Dandolo,Fantino,,roman-catholic archbishop,1379,1459,,
Q17341045,Alvise Cicogna,Alvise,Cicogna,,1791,1863,poet,
Q18945788,Silvio Belli,Silvio,Belli,m. 1579?,1504,1579,mathematician,
Q55833105,Francesco Alighieri,Francesco,,,1500,1562,,
Q4023585,Zaccaria Bricito,Zaccaria,,,1802,1851,Catholic priest,
Q97446740,Zaccaria Sagredo,,,"Italian collector, 1653-1729",1653,1729,collector,
Q3388084,Pietro Basadonna,Pietro,Basadonna,Italian cardinal,1617,1684,diplomat,
Q30128627,Federico da Prata,Federico,,,,1250,priest,
Q85290424,Q85290424,Gian,,,1731,1787,painter,
Q1525873,Giovanni Battista Grazioli,"Giovanni, Giovanni Battista",,Italian composer and organist,1746,1820,"composer, organist",
Q52154115,Pietro Cignaroli,Pietro,,,1665,1720,painter,
Q87349515,Alvise Foscari,Alvise,,,1665,,,
Q1163789,Daniele Renier,Daniele,Renier,,1768,1851,,
Q21548719,Pietro Lucchesi,Pietro,Lucchesi,,1745,1823,,
Q15921938,Giovanni Candido,Giovanni,Candido,Italian historian,1450,1528,historian,
Q3749487,Franceschina Baffo,,,,1500,1580,"writer, poet",
Q3768463,Giovanni degli Agostini,Giovanni,Agostini,Italian librarian,1701,1755,librarian,
Q21208729,Q21208729,,,,1991,,water polo player,
Q16878566,Horacio Mažibradić,Horacio,,Croatian poet,1565,1641,poet,
Q22351200,Antonio Borosini,Antonio,,,1660,,"composer, opera singer",
Q55226870,Giovanni da Mula,Giovanni,,,1583,1632,,
Q18147619,Giovanni Comino,Giovanni,,sculptor,1645,1695,sculptor,
Q55225410,Antonio Bazzarini,Antonio,,,1782,1850,philologist,
Q3094286,Gaetano Volpi,Gaetano,Volpi,Italian editor and writer,1689,1761,"writer, editor",
Q3767046,Giovanni Contarini,Giovanni,Contarini,Latin Patriarch of Constantinople,1370,1451,Catholic priest,
Q12791223,Jacopo Dandolo,,,venetian admiral,_:t4,1287,,
Q48813280,Isabella Roncioni,Isabella,,,1781,1849,"translator, stage actor, political philosopher",
Q17631813,Giulio Pasquati,Giulio,Pasquati,Italian stage actor (1501-1700),1501,1700,stage actor,
Q3263410,Lodovico da Canossa,Louis,,nobleman,1475,1532,prelate,
Q17308413,Salinguerra II Torelli,,,Italian politician,1164,1244,politician,
Q3770233,Giuseppe Capparozzo,Giuseppe,,Italian poet,1802,1848,poet,
Q3617703,Anna Fiorilli Pellandi,Anna,,Italian actress,1772,1841,"actor, stage actor",
Q39190858,Q39190858,,,,,,,
Q30279387,Pietro Michiele,Pietro,,,1603,1651,poet,
Q20478051,Polydoro Foscari,Polidor,,,1410,1450,Catholic priest,
Q2035266,Ercole Bentivoglio,Ercole,Bentivoglio,Italian writer and poet (1507-1573),1507,1573,"writer, poet, diplomat",
Q27835191,Q27835191,,,,1723,1801,,
Q3651513,Camillo Gonzaga,Camillo,Gonzaga,Italian condottiero,1600,1659,condottiero,
Q3779222,Guido Casoni,Guido,Casoni,Italian poet,1561,1642,poet,
Q24706498,Bernardo Facini,Bernardo,,,1665,1731,"astronomer, mathematician",
Q61481468,Alvise Priuli,,,"Venetian politician (18th-19th century), Capitano of Bergamo",1601,1800,politician,
Q79851009,Chiappino Orsini,,,,,1515,,
Q17992320,Giambattista Bortoli,"Giovanni Battista, Giambattista",Bortoli,Italian theologian,1695,1776,"Catholic priest, theologian",
Q3903780,Pietro Checchia,Pietro,Checchia,Italian architect,1736,1804,architect,
Q3846202,Marco Lando,Marco,Lando,,,1426,Catholic priest,
Q3769780,Giulio Savorgnan,Giulio,,Italian engineer,1510,1595,"engineer, military engineer",
Q76402386,Antonio Fanna,Antonio,,Italian composer,1793,1845,"composer, pianist",
Q88943262,Niccolò Chiericati,Niccolò,Chiericati,,1415,,,
Q323557,Alberto Alberti,Alberto,Alberti,Italian cardinal,1386,1445,Catholic priest,
Q64689440,Vincenzo Bianchini,Vincenzo,Bianchini,Venetian painter and mosaicist,1498,1566,"mosaicist, painter",
Q55901911,Angelo Gualandris,Angelo,,botanist (1750-1788),1750,1788,"naturalist, geologist, agronomist, botanist",
Q52154232,Daniele Farsetti,,,,1725,1787,"writer, painter",
Q3960311,Sigismondo Brandolini,Sigismondo,,Italian condottiero,,1493,condottiero,
Q18945457,Giovanni Nicolò Doglioni,"Giovanni, Nicolò",Doglioni,1548-1629,1548,1629,mathematician,
Q3839745,Louis II Gonzaga,"Louis, Luigi",Gonzaga,,1680,1746,,
Q3770203,Giuseppe Calegari,Giuseppe,,Italian composer,1750,1812,composer,
Q21587610,Q21587610,Bertrando,,,1365,1404,,
Q58218741,Q58218741,Giovanni,,,,,architect,
Q55916168,Jacopo Maria Paitoni,Iacopo,,,1710,1774,bibliographer,
Q3617071,Angelo Maria Labia,"Maria, Angelo",Labia,Italian poet,1709,1775,poet,
Q3750459,Francesco Pezzi,Francesco,Pezzi,Italian journalist,1780,1831,journalist,
Q3761350,Gervino,,,,,1200,Catholic priest,
Q22916128,Paolo Calvi,Paolo,Calvi,Italian biographer (1716-1781),1716,1781,biographer,
Q18945373,Giorgio Summaripa,Giorgio,,1435-1497,1435,1497,poet,
Q3767648,Giovanni Maria Benzon,Giovanni,,,1670,1757,Catholic priest,
Q3768224,Giovanni Tiepolo,Giovanni,Tiepolo,Patriarch of Venice,1570,1631,patriarch,
Q3750730,Francesco Terilli,Francesco,Terilli,Italian sculptor,1550,1700,sculptor,
Q3635349,Bartolomeo Cappello,Bartolomeo,Cappello,Italian politician,1519,1594,politician,
Q11924256,Giovanni Batista Farinelli,"Giovanni, Jean",,,1655,1720,kapellmeister,
Q16571672,Giovanni Battista Ponchino,Giambattista,,Italian painter (1500-1570),1500,1570,painter,
Q94618594,Michele Lazzari,Michael,,,1694,1770,,
Q3940905,Romolo Quirino Amaseo,Romolo,,Italian renaissance humanist,1489,1552,Renaissance humanist,
Q64745837,Giuseppe Maria Contesini,Giuseppe Maria,,roman-catholic archbishop,1714,1785,Catholic priest,
Q52420097,Q52420097,Ludovico,,,1450,1521,military leader,
Q26253747,Fortunato,,,,,,priest,
Q94528274,Andreas Majer,Andreas,,,1765,1838,writer,
Q51156,Domenico Maria Federici,Domenico,,historic Italian,1739,1808,historian,
Q55226449,Benedetto Cappello,Benedetto,Cappello,,1653,1701,civil servant,
Q29639387,of Speier Johann,,,,1450,1470,printer,
Q26737765,Agostino da Latisana,"Carlo, Agostino",,,1629,1713,Catholic friar,
Q21587917,Giuseppe Tomasini,Giuseppe,Tomasini,Italian painter (1652-1730),1652,1730,painter,
Q21545248,Giovanni Marcanova,Giovanni,,,1410,1467,Renaissance humanist,
Q64751493,Francesco Grassi,Francesco,Grassi,roman-catholic bishop,1632,1677,Catholic priest,
Q58218828,Q58218828,Francesco,,,,,architect,
Q13598616,Branka Bebić Krstulović,,,,1975,,model,
Q4023585,Zaccaria Bricito,Zaccaria,,,1802,1851,Catholic priest,
Q3960315,Sigismondo II Malatesta,Sigismondo,Malatesta,Italian condottiero,1502,1555,condottiero,
Q17341044,Alessandro Zanchi,Alessandro,Zanchi,,1759,1838,"writer, playwright",
Q1528176,Giuseppe Boldù,Giuseppe,Boldù,"Italian politician, major of Venice (1793-1837)",1793,1837,politician,
Q3063724,Fabio Licino,Fabio,,Italian painter and engraver (1521-1565),1521,1565,"painter, printmaker",
Q1424526,Marinos Charvouris,,,"Greek engineer, officer of Imperial Russian Army Corps of Engineers",1729,1782,"engineer, military engineer",
Q18758545,Leonardo Manin,Leonardo,Manin,,1771,1853,,
Q21208132,Marco Sebastiano Giampiccoli,Marco,,,1737,1809,engraver,
Q3616086,Andrea Urbani,Andrea,Urbani,Italian painter and scenographer (1711-1798),1711,1798,"painter, scenographer",
Q3846181,Marco Gradenigo,Marco,Gradenigo,patriarch of Aquileia,1589,1656,Catholic priest,
Q493469,Andrea Bianco,Andrea,Bianco,Italian sailor and cartographer,1500,1500,"sailor, cartographer",
Q86596406,Francesco Foscari,Francesco,,,1704,1790,,
Q16531271,Bartolomeo Orioli,Bartolomeo,,Italian painter (1568-1627),1568,1627,painter,
Q22916128,Paolo Calvi,Paolo,Calvi,Italian biographer (1716-1781),1716,1781,biographer,
Q89118738,Q89118738,,,,1470,1533,politician,
Q3852178,Matteo Polo,"Maffeo, Matteo",Polo,Italian merchant (1252-1309),1252,1309,merchant,
Q3903724,Pietro Buratti,Pietro,Buratti,Italian poet,1773,1832,poet,
Q1867774,Lodovico Fogliano,"Ludovico, Lodovico",Fogliano,"Italian music theorist, composer, singer, and humanist",1490,1542,"composer, singer, musician, music theorist",
